ProductKey,StoreKey,QuarterAndYear,Quarter,Year,CasesPurchasedToDate,CasesPurchasedThisQuarter,CasesOnHand,TotalCostToStoreThisQuarter,TotalSoldByStoreThisQuarter,TotalCostToStoreThisYTD,TotalSoldByStoreThisYTD
32,8,Q2 2024,2,2024,421,213,4,6671.16,2565.0,13185.72,5027.0
33,8,Q2 2024,2,2024,424,213,5,4370.76,2542.0,8700.48,5043.0
34,8,Q2 2024,2,2024,417,210,4,6148.8,2529.0,12209.76,4981.0
35,8,Q2 2024,2,2024,422,213,5,4242.96,2553.0,8406.24,5030.0
36,8,Q2 2024,2,2024,431,217,5,6327.72,2607.0,12567.96,5135.0
37,8,Q2 2024,2,2024,421,203,5,6552.84,2431.0,13589.88,5022.0
38,8,Q2 2024,2,2024,428,214,6,1900.32,2554.0,3800.64,5083.0
39,8,Q2 2024,2,2024,428,214,6,5033.28,2540.0,10066.56,5093.0
40,8,Q2 2024,2,2024,428,213,5,9303.84,2558.0,18695.04,5110.0
41,8,Q2 2024,2,2024,425,208,6,3544.32,2471.0,7242.0,5047.0
42,8,Q2 2024,2,2024,427,213,5,4524.12,2560.0,9069.48,5092.0
43,8,Q2 2024,2,2024,417,209,5,7950.36,2518.0,15862.68,4980.0
44,8,Q2 2024,2,2024,430,215,5,6192.0,2574.0,12384.0,5125.0
45,8,Q2 2024,2,2024,435,215,4,4695.6,2605.0,9500.4,5197.0
46,8,Q2 2024,2,2024,424,217,4,7681.8,2601.0,15009.6,5067.0
47,8,Q2 2024,2,2024,419,203,4,4287.36,2429.0,8849.28,4997.0
48,8,Q2 2024,2,2024,427,211,5,2937.12,2520.0,5943.84,5084.0
49,8,Q2 2024,2,2024,420,209,5,1680.36,2520.0,3376.8,5009.0
50,8,Q2 2024,2,2024,429,209,4,6345.24,2502.0,13024.44,5110.0
51,8,Q2 2024,2,2024,420,212,4,8115.36,2550.0,16077.6,5021.0
52,8,Q2 2024,2,2024,423,213,5,6722.28,2573.0,13349.88,5054.0
53,8,Q2 2024,2,2024,420,206,5,6328.32,2443.0,12902.4,5005.0
54,8,Q2 2024,2,2024,426,210,5,7207.2,2504.0,14620.32,5064.0
55,8,Q2 2024,2,2024,419,210,5,4939.2,2516.0,9854.88,4998.0
56,8,Q2 2024,2,2024,429,213,4,6390.0,2561.0,12870.0,5120.0
57,8,Q2 2024,2,2024,422,211,5,9140.52,2512.0,18281.04,5021.0
58,8,Q2 2024,2,2024,424,209,5,9705.96,2479.0,19690.56,5051.0
59,8,Q2 2024,2,2024,430,213,4,7489.08,2556.0,15118.8,5135.0
60,8,Q2 2024,2,2024,422,210,5,3906.0,2502.0,7849.2,5038.0
61,8,Q2 2024,2,2024,430,211,5,1392.6,2526.0,2838.0,5126.0
62,8,Q2 2024,2,2024,428,218,5,4107.12,2594.0,8063.52,5100.0
63,8,Q2 2024,2,2024,428,209,4,8978.64,2515.0,18386.88,5114.0
64,8,Q2 2024,2,2024,420,211,4,1569.84,2543.0,3124.8,5018.0
65,8,Q2 2024,2,2024,422,211,5,5595.72,2536.0,11191.44,5033.0
66,8,Q2 2024,2,2024,425,209,4,2207.04,2505.0,4488.0,5072.0
67,8,Q2 2024,2,2024,431,215,5,3612.0,2590.0,7240.8,5137.0
68,8,Q2 2024,2,2024,420,209,4,3461.04,2522.0,6955.2,5013.0
69,8,Q2 2024,2,2024,34,16,1,1534.08,194.0,3259.92,388.0
70,8,Q2 2024,2,2024,34,16,2,2878.08,186.0,6115.92,378.0
71,8,Q2 2024,2,2024,35,16,1,3262.08,200.0,7135.8,402.0
72,8,Q2 2024,2,2024,34,16,2,1534.08,187.0,3259.92,380.0
73,8,Q2 2024,2,2024,33,15,2,2698.2,178.0,5936.04,365.0
74,8,Q2 2024,2,2024,32,15,2,1438.2,183.0,3068.16,358.0
75,8,Q2 2024,2,2024,37,15,1,3058.2,190.0,7543.56,426.0
76,8,Q2 2024,2,2024,422,211,5,2000.28,2513.0,4000.56,5022.0
77,8,Q2 2024,2,2024,422,211,4,4000.56,2533.0,8001.12,5037.0
78,8,Q2 2024,2,2024,424,210,5,4309.2,2490.0,8700.48,5043.0
79,8,Q2 2024,2,2024,422,210,5,4561.2,2507.0,9165.84,5033.0
80,8,Q2 2024,2,2024,418,209,4,4689.96,2494.0,9379.92,4985.0
81,8,Q2 2024,2,2024,431,213,4,9329.4,2565.0,18877.8,5152.0
82,8,Q2 2024,2,2024,425,213,5,8792.64,2555.0,17544.0,5065.0
83,8,Q2 2024,2,2024,420,208,6,6215.04,2504.0,12549.6,4997.0
84,8,Q2 2024,2,2024,417,207,5,6210.0,2466.0,12510.0,4965.0
85,8,Q2 2024,2,2024,433,220,5,6600.0,2623.0,12990.0,5164.0
86,8,Q2 2024,2,2024,428,215,5,6450.0,2574.0,12840.0,5105.0
87,8,Q2 2024,2,2024,427,210,5,6300.0,2504.0,12810.0,5087.0
88,8,Q2 2024,2,2024,414,204,3,7344.0,2445.0,14904.0,4945.0
89,8,Q2 2024,2,2024,437,217,6,7812.0,2582.0,15732.0,5203.0
90,8,Q2 2024,2,2024,426,207,4,7452.0,2488.0,15336.0,5083.0
91,8,Q2 2024,2,2024,423,214,4,7704.0,2589.0,15228.0,5052.0
92,8,Q2 2024,2,2024,425,213,5,7668.0,2554.0,15300.0,5054.0
93,8,Q2 2024,2,2024,417,204,4,7344.0,2461.0,15012.0,4983.0
94,8,Q2 2024,2,2024,414,202,4,7272.0,2417.0,14904.0,4932.0
95,8,Q2 2024,2,2024,427,216,4,7776.0,2602.0,15372.0,5098.0
96,8,Q2 2024,2,2024,422,211,4,7596.0,2518.0,15192.0,5030.0
97,8,Q2 2024,2,2024,430,212,4,7632.0,2560.0,15480.0,5140.0
98,8,Q2 2024,2,2024,427,217,4,7812.0,2601.0,15372.0,5096.0
99,8,Q2 2024,2,2024,427,209,5,7524.0,2497.0,15372.0,5079.0
100,8,Q2 2024,2,2024,426,208,4,6240.0,2486.0,12780.0,5084.0
101,8,Q2 2024,2,2024,425,216,5,14230.08,2561.0,27999.0,5061.0
102,8,Q2 2024,2,2024,424,208,4,6240.0,2484.0,12720.0,5056.0
103,8,Q2 2024,2,2024,422,213,5,6390.0,2555.0,12660.0,5038.0
104,8,Q2 2024,2,2024,418,207,5,7452.0,2478.0,15048.0,4985.0
105,8,Q2 2024,2,2024,435,215,4,9494.4,2588.0,19209.6,5201.0
106,8,Q2 2024,2,2024,417,209,4,9129.12,2509.0,18214.56,4979.0
107,8,Q2 2024,2,2024,426,209,4,6671.28,2495.0,13597.92,5078.0
108,8,Q2 2024,2,2024,429,210,4,6552.0,2540.0,13384.8,5121.0
109,8,Q2 2024,2,2024,428,212,4,4604.64,2553.0,9296.16,5119.0
110,8,Q2 2024,2,2024,425,208,4,8486.4,2514.0,17340.0,5089.0
111,8,Q2 2024,2,2024,417,211,4,9672.24,2536.0,19115.28,4975.0
112,8,Q2 2024,2,2024,420,206,4,4622.64,2486.0,9424.8,5023.0
113,8,Q2 2024,2,2024,429,213,4,4958.64,2553.0,9987.12,5122.0
114,8,Q2 2024,2,2024,417,207,5,3601.8,2473.0,7255.8,4965.0
115,8,Q2 2024,2,2024,420,203,5,6431.04,2439.0,13305.6,5011.0
116,8,Q2 2024,2,2024,417,208,5,1697.28,2488.0,3402.72,4965.0
117,8,Q2 2024,2,2024,423,209,4,4188.36,2514.0,8476.92,5048.0
118,8,Q2 2024,2,2024,423,213,4,8102.52,2555.0,16090.92,5047.0
119,8,Q2 2024,2,2024,425,212,4,9234.72,2548.0,18513.0,5059.0
120,8,Q2 2024,2,2024,422,206,4,2892.24,2471.0,5924.88,5034.0
121,8,Q2 2024,2,2024,432,213,3,9687.24,2575.0,19647.36,5167.0
122,8,Q2 2024,2,2024,429,213,4,4217.4,2551.0,8494.2,5123.0
123,8,Q2 2024,2,2024,414,206,3,6921.6,2492.0,13910.4,4958.0
124,8,Q2 2024,2,2024,421,211,4,1544.52,2537.0,3081.72,5024.0
125,8,Q2 2024,2,2024,425,218,5,4630.32,2595.0,9027.0,5062.0
126,8,Q2 2024,2,2024,418,206,5,4548.48,2474.0,9229.44,4985.0
127,8,Q2 2024,2,2024,424,211,5,6405.96,2539.0,12872.64,5055.0
128,8,Q2 2024,2,2024,415,209,4,4790.28,2522.0,9511.8,4964.0
129,8,Q2 2024,2,2024,431,213,5,4728.6,2565.0,9568.2,5141.0
130,8,Q2 2024,2,2024,426,219,4,7778.88,2628.0,15131.52,5085.0
131,8,Q2 2024,2,2024,427,213,4,2913.84,2539.0,5841.36,5096.0
132,8,Q2 2024,2,2024,428,207,5,5986.44,2470.0,12377.76,5095.0
133,8,Q2 2024,2,2024,426,211,4,4355.04,2541.0,8792.64,5087.0
134,8,Q2 2024,2,2024,415,206,4,7045.2,2480.0,14193.0,4962.0
135,8,Q2 2024,2,2024,418,206,5,1433.76,2447.0,2909.28,4972.0
136,8,Q2 2024,2,2024,427,216,5,7102.08,2604.0,14039.76,5097.0
137,8,Q2 2024,2,2024,430,212,5,2136.96,2547.0,4334.4,5139.0
138,8,Q2 2024,2,2024,423,209,4,6495.72,2523.0,13146.84,5054.0
139,8,Q2 2024,2,2024,420,207,5,4719.6,2481.0,9576.0,5003.0
140,8,Q2 2024,2,2024,426,209,5,4840.44,2492.0,9866.16,5073.0
141,8,Q2 2024,2,2024,427,213,5,8971.56,2553.0,17985.24,5085.0
142,8,Q2 2024,2,2024,429,212,5,4731.84,2546.0,9575.28,5115.0
143,8,Q2 2024,2,2024,420,213,4,1865.88,2555.0,3679.2,5012.0
144,8,Q2 2024,2,2024,428,209,4,3410.88,2507.0,6984.96,5106.0
145,8,Q2 2024,2,2024,423,204,5,5361.12,2466.0,11116.44,5047.0
146,8,Q2 2024,2,2024,421,208,4,4343.04,2484.0,8790.48,5017.0
147,8,Q2 2024,2,2024,415,204,4,6242.4,2469.0,12699.0,4961.0
148,8,Q2 2024,2,2024,429,215,4,4205.4,2587.0,8391.24,5135.0
149,8,Q2 2024,2,2024,427,216,4,7776.0,2596.0,15372.0,5091.0
150,8,Q2 2024,2,2024,420,208,4,7488.0,2504.0,15120.0,5004.0
151,8,Q2 2024,2,2024,425,206,3,7416.0,2500.0,15300.0,5089.0
152,8,Q2 2024,2,2024,423,212,5,7632.0,2531.0,15228.0,5040.0
153,8,Q2 2024,2,2024,434,219,5,7884.0,2623.0,15624.0,5170.0
154,8,Q2 2024,2,2024,429,213,5,7668.0,2541.0,15444.0,5106.0
155,8,Q2 2024,2,2024,430,213,5,7668.0,2560.0,15480.0,5126.0
156,8,Q2 2024,2,2024,426,211,5,2532.0,2512.0,5112.0,5073.0
157,8,Q2 2024,2,2024,421,206,4,2472.0,2472.0,5052.0,5031.0
158,8,Q2 2024,2,2024,419,208,5,2496.0,2505.0,5028.0,5000.0
159,8,Q2 2024,2,2024,419,211,5,2532.0,2525.0,5028.0,4988.0
160,8,Q2 2024,2,2024,434,209,5,2508.0,2489.0,5208.0,5164.0
161,8,Q2 2024,2,2024,415,207,4,7675.56,2464.0,15388.2,4941.0
162,8,Q2 2024,2,2024,421,213,5,7898.04,2555.0,15610.68,5025.0
163,8,Q2 2024,2,2024,420,204,5,18825.12,2460.0,38757.6,5016.0
164,8,Q2 2024,2,2024,424,209,4,9003.72,2512.0,18265.92,5056.0
165,8,Q2 2024,2,2024,419,206,5,5784.48,2449.0,11765.52,4982.0
166,8,Q2 2024,2,2024,423,208,4,4068.48,2499.0,8273.88,5045.0
167,8,Q2 2024,2,2024,419,207,5,3527.28,2473.0,7139.76,4995.0
168,8,Q2 2024,2,2024,427,213,5,3373.92,2575.0,6763.68,5100.0
169,8,Q2 2024,2,2024,81,39,4,463.32,473.0,962.28,916.0
170,8,Q2 2024,2,2024,417,206,5,4474.32,2473.0,9057.24,4963.0
171,8,Q2 2024,2,2024,87,41,4,728.16,503.0,1545.12,991.0
172,8,Q2 2024,2,2024,79,39,4,1694.16,467.0,3431.76,894.0
173,8,Q2 2024,2,2024,420,210,5,8694.0,2514.0,17388.0,5003.0
174,8,Q2 2024,2,2024,427,210,5,7131.6,2523.0,14500.92,5091.0
175,8,Q2 2024,2,2024,422,214,3,7549.92,2591.0,14888.16,5051.0
176,8,Q2 2024,2,2024,426,210,5,6879.6,2534.0,13955.76,5084.0
177,8,Q2 2024,2,2024,430,218,5,5807.52,2609.0,11455.2,5124.0
178,8,Q2 2024,2,2024,420,210,5,3931.2,2518.0,7862.4,4999.0
179,8,Q2 2024,2,2024,423,211,4,2101.56,2546.0,4213.08,5056.0
180,8,Q2 2024,2,2024,425,212,4,4706.4,2541.0,9435.0,5069.0
181,8,Q2 2024,2,2024,421,211,4,6178.08,2541.0,12326.88,5024.0
182,8,Q2 2024,2,2024,426,213,5,2964.96,2556.0,5929.92,5082.0
183,8,Q2 2024,2,2024,421,208,4,7463.04,2484.0,15105.48,5015.0
184,8,Q2 2024,2,2024,424,213,5,5597.64,2535.0,11142.72,5046.0
185,8,Q2 2024,2,2024,416,206,4,9616.08,2467.0,19418.88,4957.0
186,8,Q2 2024,2,2024,166,79,2,3118.92,940.0,6553.68,1976.0
187,8,Q2 2024,2,2024,169,83,2,1683.24,1004.0,3427.32,2014.0
188,8,Q2 2024,2,2024,425,208,6,9959.04,2500.0,20349.0,5058.0
189,8,Q2 2024,2,2024,161,78,2,1862.64,940.0,3844.68,1922.0
190,8,Q2 2024,2,2024,425,214,4,5367.12,2585.0,10659.0,5076.0
191,8,Q2 2024,2,2024,414,202,5,19343.52,2428.0,39644.64,4935.0
192,8,Q2 2024,2,2024,416,208,5,10957.44,2490.0,21914.88,4958.0
193,8,Q2 2024,2,2024,431,218,6,4002.48,2586.0,7913.16,5121.0
194,8,Q2 2024,2,2024,427,216,5,7335.36,2585.0,14500.92,5094.0
195,8,Q2 2024,2,2024,423,208,5,3544.32,2497.0,7207.92,5040.0
196,8,Q2 2024,2,2024,425,209,5,4363.92,2499.0,8874.0,5061.0
197,8,Q2 2024,2,2024,424,209,4,5617.92,2481.0,11397.12,5051.0
198,8,Q2 2024,2,2024,423,207,5,5688.36,2472.0,11624.04,5042.0
199,8,Q2 2024,2,2024,432,219,5,37554.12,2636.0,74079.36,5166.0
200,8,Q2 2024,2,2024,427,212,6,20326.56,2531.0,40940.76,5080.0
201,8,Q2 2024,2,2024,436,218,5,20901.84,2626.0,41803.68,5203.0
202,8,Q2 2024,2,2024,419,206,4,19751.28,2463.0,40173.72,4998.0
203,8,Q2 2024,2,2024,422,211,5,20230.68,2533.0,40461.36,5033.0
204,8,Q2 2024,2,2024,417,208,4,19943.04,2518.0,39981.96,4986.0
205,8,Q2 2024,2,2024,419,208,5,19943.04,2487.0,40173.72,4990.0
206,8,Q2 2024,2,2024,420,207,4,19847.16,2479.0,40269.6,5013.0
207,8,Q2 2024,2,2024,422,206,4,35324.88,2488.0,72364.56,5038.0
208,8,Q2 2024,2,2024,419,209,5,20038.92,2492.0,40173.72,4989.0
209,8,Q2 2024,2,2024,420,206,5,19751.28,2463.0,40269.6,5000.0
210,8,Q2 2024,2,2024,428,213,5,36525.24,2567.0,73393.44,5108.0
211,8,Q2 2024,2,2024,424,213,4,20422.44,2573.0,40653.12,5073.0
212,8,Q2 2024,2,2024,430,211,5,20230.68,2527.0,41228.4,5118.0
213,8,Q2 2024,2,2024,416,207,4,19847.16,2497.0,39886.08,4967.0
214,8,Q2 2024,2,2024,424,210,3,20134.8,2544.0,40653.12,5073.0
215,8,Q2 2024,2,2024,419,211,5,20230.68,2522.0,40173.72,4988.0
216,8,Q2 2024,2,2024,422,208,5,19943.04,2486.0,40461.36,5031.0
217,8,Q2 2024,2,2024,418,206,6,19751.28,2469.0,40077.84,4970.0
218,8,Q2 2024,2,2024,423,210,4,20134.8,2532.0,40557.24,5059.0
219,8,Q2 2024,2,2024,425,214,4,16923.12,2569.0,33609.0,5080.0
220,8,Q2 2024,2,2024,423,211,4,16685.88,2537.0,33450.84,5050.0
221,8,Q2 2024,2,2024,420,211,5,16685.88,2542.0,33213.6,5008.0
222,8,Q2 2024,2,2024,429,215,4,7714.2,2575.0,15392.52,5113.0
223,8,Q2 2024,2,2024,426,214,4,3055.92,2579.0,6083.28,5078.0
224,8,Q2 2024,2,2024,426,210,4,12070.8,2521.0,24486.48,5092.0
225,8,Q2 2024,2,2024,424,208,5,7463.04,2485.0,15213.12,5042.0
226,8,Q2 2024,2,2024,419,205,4,9815.4,2468.0,20061.72,4998.0
227,8,Q2 2024,2,2024,426,214,5,10246.32,2576.0,20396.88,5081.0
228,8,Q2 2024,2,2024,425,213,5,7642.44,2549.0,15249.0,5067.0
229,8,Q2 2024,2,2024,424,211,4,2506.68,2532.0,5037.12,5052.0
230,8,Q2 2024,2,2024,417,208,4,2471.04,2501.0,4953.96,4975.0
231,8,Q2 2024,2,2024,532,260,5,7144.8,3133.0,14619.36,6346.0
232,8,Q2 2024,2,2024,535,267,6,9900.36,3220.0,19837.8,6377.0
233,8,Q2 2024,2,2024,536,267,7,7337.16,3206.0,14729.28,6370.0
234,8,Q2 2024,2,2024,526,261,7,6702.48,3134.0,13507.68,6256.0
235,8,Q2 2024,2,2024,86,40,4,1915.2,480.0,4117.68,978.0
236,8,Q2 2024,2,2024,76,36,5,1723.68,432.0,3638.88,853.0
237,8,Q2 2024,2,2024,425,210,5,5014.8,2528.0,10149.0,5076.0
238,8,Q2 2024,2,2024,429,213,5,9431.64,2540.0,18996.12,5106.0
239,8,Q2 2024,2,2024,430,212,4,9387.36,2545.0,19040.4,5130.0
240,8,Q2 2024,2,2024,416,208,4,7413.12,2519.0,14826.24,4976.0
241,8,Q2 2024,2,2024,416,205,4,4305.0,2467.0,8736.0,4971.0
242,8,Q2 2024,2,2024,421,207,5,1738.8,2473.0,3536.4,5013.0
243,8,Q2 2024,2,2024,424,213,4,7182.36,2569.0,14297.28,5065.0
244,8,Q2 2024,2,2024,426,212,4,17782.56,2546.0,35732.88,5087.0
245,8,Q2 2024,2,2024,433,212,4,17782.56,2545.0,36320.04,5172.0
246,8,Q2 2024,2,2024,425,211,5,17698.68,2537.0,35649.0,5072.0
247,8,Q2 2024,2,2024,422,209,5,8000.52,2503.0,16154.16,5026.0
248,8,Q2 2024,2,2024,421,206,4,22248.0,2463.0,45468.0,5032.0
249,8,Q2 2024,2,2024,438,215,4,6424.2,2569.0,13087.44,5230.0
250,8,Q2 2024,2,2024,421,208,5,3719.04,2492.0,7527.48,5017.0
251,8,Q2 2024,2,2024,165,81,2,4267.08,966.0,8692.2,1954.0
252,8,Q2 2024,2,2024,418,208,5,6963.84,2481.0,13994.64,4984.0
253,8,Q2 2024,2,2024,422,209,5,7498.92,2516.0,15141.36,5032.0
254,8,Q2 2024,2,2024,161,82,2,2942.16,992.0,5776.68,1917.0
255,8,Q2 2024,2,2024,170,80,2,2870.4,958.0,6099.6,2019.0
256,8,Q2 2024,2,2024,66,31,1,926.28,378.0,1972.08,773.0
257,8,Q2 2024,2,2024,423,208,5,8211.84,2470.0,16700.04,5025.0
258,8,Q2 2024,2,2024,418,206,4,17279.28,2503.0,35061.84,4996.0
259,8,Q2 2024,2,2024,420,205,4,9323.4,2471.0,19101.6,5007.0
260,8,Q2 2024,2,2024,424,210,5,17614.8,2528.0,35565.12,5068.0
261,8,Q2 2024,2,2024,421,211,4,8330.28,2542.0,16621.08,5032.0
262,8,Q2 2024,2,2024,429,211,5,17698.68,2505.0,35984.52,5103.0
263,8,Q2 2024,2,2024,417,203,4,8014.44,2450.0,16463.16,4986.0
264,8,Q2 2024,2,2024,417,203,4,17027.64,2437.0,34977.96,4980.0
265,8,Q2 2024,2,2024,436,213,4,8409.24,2561.0,17213.28,5200.0
266,8,Q2 2024,2,2024,64,29,1,866.52,357.0,1912.32,751.0
267,8,Q2 2024,2,2024,65,33,1,867.24,400.0,1708.2,763.0
268,8,Q2 2024,2,2024,64,29,2,762.12,349.0,1681.92,754.0
269,8,Q2 2024,2,2024,172,83,2,2181.24,1003.0,4520.16,2044.0
270,8,Q2 2024,2,2024,166,81,1,2128.68,989.0,4362.48,1983.0
271,8,Q2 2024,2,2024,423,206,4,14807.28,2496.0,30405.24,5056.0
272,8,Q2 2024,2,2024,420,208,4,14951.04,2491.0,30189.6,5017.0
273,8,Q2 2024,2,2024,424,211,5,15166.68,2505.0,30477.12,5039.0
274,8,Q2 2024,2,2024,431,213,4,22211.64,2561.0,44944.68,5145.0
275,8,Q2 2024,2,2024,1886,934,16,41357.52,11220.0,83512.08,22571.0
276,8,Q2 2024,2,2024,1870,934,16,21183.12,11206.0,42411.6,22363.0
277,8,Q2 2024,2,2024,1886,930,16,41180.4,11136.0,83512.08,22545.0
278,8,Q2 2024,2,2024,1871,918,16,20820.24,11026.0,42434.28,22394.0
279,8,Q2 2024,2,2024,1883,951,16,42110.28,11402.0,83379.24,22528.0
280,8,Q2 2024,2,2024,1894,951,16,21568.68,11429.0,42955.92,22664.0
281,8,Q2 2024,2,2024,422,207,4,2459.16,2489.0,5013.36,5035.0
282,8,Q2 2024,2,2024,422,215,4,4360.2,2576.0,8558.16,5039.0
283,8,Q2 2024,2,2024,424,211,5,8330.28,2528.0,16739.52,5059.0
284,8,Q2 2024,2,2024,426,215,4,4360.2,2593.0,8639.28,5085.0
285,8,Q2 2024,2,2024,429,210,3,2343.6,2523.0,4787.64,5129.0
286,8,Q2 2024,2,2024,420,208,4,4193.28,2509.0,8467.2,5020.0
287,8,Q2 2024,2,2024,423,209,4,7398.6,2504.0,14974.2,5044.0
288,8,Q2 2024,2,2024,412,200,4,7008.0,2419.0,14436.48,4923.0
289,8,Q2 2024,2,2024,423,209,5,9430.08,2498.0,19085.76,5040.0
290,8,Q2 2024,2,2024,423,211,5,7469.4,2535.0,14974.2,5039.0
291,8,Q2 2024,2,2024,423,210,5,2444.4,2505.0,4923.72,5035.0
292,8,Q2 2024,2,2024,421,206,4,6773.28,2467.0,13842.48,5023.0
293,8,Q2 2024,2,2024,424,208,4,8885.76,2493.0,18113.28,5067.0
294,8,Q2 2024,2,2024,422,210,5,8668.8,2515.0,17420.16,5032.0
295,8,Q2 2024,2,2024,417,211,5,7849.2,2538.0,15512.4,4978.0
296,8,Q2 2024,2,2024,426,207,5,3999.24,2475.0,8230.32,5075.0
297,8,Q2 2024,2,2024,419,205,4,1672.8,2458.0,3419.04,5007.0
298,8,Q2 2024,2,2024,426,216,4,7153.92,2580.0,14109.12,5087.0
299,8,Q2 2024,2,2024,424,215,5,4360.2,2567.0,8598.72,5048.0
300,8,Q2 2024,2,2024,428,216,4,4069.44,2590.0,8063.52,5098.0
301,8,Q2 2024,2,2024,421,210,5,5871.6,2508.0,11771.16,5023.0
302,8,Q2 2024,2,2024,432,212,5,4731.84,2539.0,9642.24,5145.0
303,8,Q2 2024,2,2024,429,216,6,10860.48,2573.0,21570.12,5094.0
304,8,Q2 2024,2,2024,424,209,4,8401.8,2501.0,17044.8,5055.0
305,8,Q2 2024,2,2024,417,205,4,6420.6,2455.0,13060.44,4973.0
306,8,Q2 2024,2,2024,422,207,4,9041.76,2489.0,18432.96,5036.0
307,8,Q2 2024,2,2024,429,212,3,8904.0,2566.0,18018.0,5135.0
308,8,Q2 2024,2,2024,425,209,5,8778.0,2501.0,17850.0,5065.0
309,8,Q2 2024,2,2024,418,205,4,6150.0,2454.0,12540.0,4987.0
310,8,Q2 2024,2,2024,64,31,2,930.0,373.0,1920.0,749.0
311,8,Q2 2024,2,2024,61,29,1,870.0,358.0,1830.0,715.0
312,8,Q2 2024,2,2024,64,30,2,1076.4,357.0,2296.32,745.0
313,8,Q2 2024,2,2024,422,207,4,8694.0,2468.0,17724.0,5032.0
314,8,Q2 2024,2,2024,424,215,4,6450.0,2582.0,12720.0,5060.0
315,8,Q2 2024,2,2024,426,210,5,8290.8,2524.0,16818.48,5077.0
316,8,Q2 2024,2,2024,418,208,5,2720.64,2503.0,5467.44,4981.0
317,8,Q2 2024,2,2024,418,210,4,3250.8,2521.0,6470.64,4988.0
318,8,Q2 2024,2,2024,432,218,5,13053.84,2619.0,25868.16,5158.0
319,8,Q2 2024,2,2024,432,219,4,4388.76,2622.0,8657.28,5152.0
320,8,Q2 2024,2,2024,428,209,4,2508.0,2514.0,5136.0,5103.0
321,8,Q2 2024,2,2024,426,209,5,4188.36,2517.0,8537.04,5081.0
322,8,Q2 2024,2,2024,420,209,5,4188.36,2490.0,8416.8,5000.0
323,8,Q2 2024,2,2024,423,208,4,4168.32,2491.0,8476.92,5050.0
324,8,Q2 2024,2,2024,427,211,4,2532.0,2545.0,5124.0,5097.0
325,8,Q2 2024,2,2024,419,212,5,4248.48,2543.0,8396.76,4992.0
326,8,Q2 2024,2,2024,417,207,4,4148.28,2506.0,8356.68,4981.0
327,8,Q2 2024,2,2024,424,210,4,8038.8,2521.0,16230.72,5066.0
328,8,Q2 2024,2,2024,430,218,4,4368.72,2617.0,8617.2,5127.0
