ProductKey,StoreKey,QuarterAndYear,Quarter,Year,CasesPurchasedToDate,CasesPurchasedThisQuarter,CasesOnHand,TotalCostToStoreThisQuarter,TotalSoldByStoreThisQuarter,TotalCostToStoreThisYTD,TotalSoldByStoreThisYTD
82,8,Q3 2024,3,2024,634,209,2,8627.52,2543.0,26171.52,7608.0
83,8,Q3 2024,3,2024,628,208,1,6215.04,2539.0,18764.64,7536.0
84,8,Q3 2024,3,2024,631,214,5,6420.0,2560.0,18930.0,7525.0
85,8,Q3 2024,3,2024,647,214,4,6420.0,2578.0,19410.0,7742.0
86,8,Q3 2024,3,2024,633,205,1,6150.0,2491.0,18990.0,7596.0
87,8,Q3 2024,3,2024,639,212,1,6360.0,2581.0,19170.0,7668.0
88,8,Q3 2024,3,2024,628,214,3,7704.0,2583.0,22608.0,7528.0
89,8,Q3 2024,3,2024,642,205,2,7380.0,2501.0,23112.0,7704.0
90,8,Q3 2024,3,2024,642,216,2,7776.0,2621.0,23112.0,7704.0
91,8,Q3 2024,3,2024,639,216,2,7776.0,2616.0,23004.0,7668.0
92,8,Q3 2024,3,2024,628,203,1,7308.0,2482.0,22608.0,7536.0
93,8,Q3 2024,3,2024,628,211,3,7596.0,2526.0,22608.0,7509.0
94,8,Q3 2024,3,2024,625,211,2,7596.0,2568.0,22500.0,7500.0
95,8,Q3 2024,3,2024,637,210,3,7560.0,2540.0,22932.0,7638.0
96,8,Q3 2024,3,2024,636,214,2,7704.0,2602.0,22896.0,7632.0
97,8,Q3 2024,3,2024,645,215,2,7740.0,2596.0,23220.0,7736.0
98,8,Q3 2024,3,2024,641,214,3,7704.0,2595.0,23076.0,7691.0
99,8,Q3 2024,3,2024,638,211,3,7596.0,2577.0,22968.0,7656.0
100,8,Q3 2024,3,2024,636,210,0,6300.0,2548.0,19080.0,7632.0
101,8,Q3 2024,3,2024,635,210,3,13834.8,2540.0,41833.8,7601.0
102,8,Q3 2024,3,2024,636,212,2,6360.0,2576.0,19080.0,7632.0
103,8,Q3 2024,3,2024,626,204,2,6120.0,2462.0,18780.0,7500.0
104,8,Q3 2024,3,2024,628,210,3,7560.0,2551.0,22608.0,7536.0
105,8,Q3 2024,3,2024,647,212,2,9361.92,2563.0,28571.52,7764.0
106,8,Q3 2024,3,2024,633,216,0,9434.88,2617.0,27649.44,7596.0
107,8,Q3 2024,3,2024,635,209,2,6671.28,2537.0,20269.2,7615.0
108,8,Q3 2024,3,2024,640,211,1,6583.2,2559.0,19968.0,7680.0
109,8,Q3 2024,3,2024,632,204,3,4430.88,2451.0,13727.04,7570.0
110,8,Q3 2024,3,2024,636,211,2,8608.8,2538.0,25948.8,7627.0
111,8,Q3 2024,3,2024,627,210,3,9626.4,2533.0,28741.68,7508.0
112,8,Q3 2024,3,2024,626,206,2,4622.64,2489.0,14047.44,7512.0
113,8,Q3 2024,3,2024,638,209,2,4865.52,2527.0,14852.64,7649.0
114,8,Q3 2024,3,2024,625,208,2,3619.2,2535.0,10875.0,7500.0
115,8,Q3 2024,3,2024,628,208,3,6589.44,2506.0,19895.04,7517.0
116,8,Q3 2024,3,2024,629,212,2,1729.92,2583.0,5132.64,7548.0
117,8,Q3 2024,3,2024,627,204,1,4088.16,2476.0,12565.08,7524.0
118,8,Q3 2024,3,2024,634,211,3,8026.44,2546.0,24117.36,7593.0
119,8,Q3 2024,3,2024,633,208,2,9060.48,2537.0,27573.48,7596.0
120,8,Q3 2024,3,2024,636,214,1,3004.56,2598.0,8929.44,7632.0
121,8,Q3 2024,3,2024,641,209,2,9505.32,2525.0,29152.68,7692.0
122,8,Q3 2024,3,2024,632,203,3,4019.4,2458.0,12513.6,7581.0
123,8,Q3 2024,3,2024,629,215,2,7224.0,2590.0,21134.4,7548.0
124,8,Q3 2024,3,2024,630,209,2,1529.88,2536.0,4611.6,7560.0
125,8,Q3 2024,3,2024,638,213,2,4524.12,2594.0,13551.12,7656.0
126,8,Q3 2024,3,2024,629,211,3,4658.88,2558.0,13888.32,7543.0
127,8,Q3 2024,3,2024,635,211,2,6405.96,2565.0,19278.6,7620.0
128,8,Q3 2024,3,2024,625,210,2,4813.2,2536.0,14325.0,7500.0
129,8,Q3 2024,3,2024,640,209,2,4639.8,2535.0,14208.0,7676.0
130,8,Q3 2024,3,2024,641,215,2,7636.8,2607.0,22768.32,7692.0
131,8,Q3 2024,3,2024,639,212,3,2900.16,2571.0,8741.52,7667.0
132,8,Q3 2024,3,2024,638,210,2,6073.2,2559.0,18450.96,7654.0
133,8,Q3 2024,3,2024,638,212,1,4375.68,2569.0,13168.32,7656.0
134,8,Q3 2024,3,2024,621,206,2,7045.2,2489.0,21238.2,7451.0
135,8,Q3 2024,3,2024,627,209,2,1454.64,2545.0,4363.92,7517.0
136,8,Q3 2024,3,2024,635,208,1,6839.04,2522.0,20878.8,7619.0
137,8,Q3 2024,3,2024,638,208,2,2096.64,2505.0,6431.04,7644.0
138,8,Q3 2024,3,2024,634,211,2,6557.88,2554.0,19704.72,7608.0
139,8,Q3 2024,3,2024,632,212,2,4833.6,2571.0,14409.6,7574.0
140,8,Q3 2024,3,2024,635,209,1,4840.44,2547.0,14706.6,7620.0
141,8,Q3 2024,3,2024,639,212,1,8929.44,2583.0,26914.68,7668.0
142,8,Q3 2024,3,2024,643,214,2,4776.48,2593.0,14351.76,7708.0
143,8,Q3 2024,3,2024,628,208,2,1822.08,2524.0,5501.28,7536.0
144,8,Q3 2024,3,2024,641,213,2,3476.16,2586.0,10461.12,7692.0
145,8,Q3 2024,3,2024,634,211,2,5545.08,2551.0,16661.52,7598.0
146,8,Q3 2024,3,2024,635,214,2,4468.32,2600.0,13258.8,7617.0
147,8,Q3 2024,3,2024,629,214,3,6548.4,2573.0,19247.4,7534.0
148,8,Q3 2024,3,2024,632,203,3,3970.68,2424.0,12361.92,7559.0
149,8,Q3 2024,3,2024,636,209,1,7524.0,2541.0,22896.0,7632.0
150,8,Q3 2024,3,2024,634,214,2,7704.0,2604.0,22824.0,7608.0
151,8,Q3 2024,3,2024,639,214,2,7704.0,2576.0,23004.0,7665.0
152,8,Q3 2024,3,2024,639,216,2,7776.0,2628.0,23004.0,7668.0
153,8,Q3 2024,3,2024,639,205,2,7380.0,2484.0,23004.0,7654.0
154,8,Q3 2024,3,2024,637,208,2,7488.0,2538.0,22932.0,7644.0
155,8,Q3 2024,3,2024,643,213,0,7668.0,2590.0,23148.0,7716.0
156,8,Q3 2024,3,2024,639,213,2,2556.0,2591.0,7668.0,7664.0
157,8,Q3 2024,3,2024,627,206,1,2472.0,2493.0,7524.0,7524.0
158,8,Q3 2024,3,2024,630,211,2,2532.0,2560.0,7560.0,7560.0
159,8,Q3 2024,3,2024,630,211,4,2532.0,2552.0,7560.0,7540.0
160,8,Q3 2024,3,2024,651,217,2,2604.0,2641.0,7812.0,7805.0
161,8,Q3 2024,3,2024,624,209,2,7749.72,2543.0,23137.92,7484.0
162,8,Q3 2024,3,2024,630,209,2,7749.72,2535.0,23360.4,7560.0
163,8,Q3 2024,3,2024,627,207,2,19101.96,2496.0,57859.56,7512.0
164,8,Q3 2024,3,2024,641,217,3,9348.36,2629.0,27614.28,7685.0
165,8,Q3 2024,3,2024,629,210,1,5896.8,2566.0,17662.32,7548.0
166,8,Q3 2024,3,2024,633,210,2,4107.6,2551.0,12381.48,7596.0
167,8,Q3 2024,3,2024,633,214,1,3646.56,2601.0,10786.32,7596.0
168,8,Q3 2024,3,2024,643,216,2,3421.44,2615.0,10185.12,7715.0
169,8,Q3 2024,3,2024,121,40,4,475.2,486.0,1437.48,1402.0
170,8,Q3 2024,3,2024,625,208,0,4517.76,2537.0,13575.0,7500.0
171,8,Q3 2024,3,2024,128,41,5,728.16,486.0,2273.28,1477.0
172,8,Q3 2024,3,2024,115,36,3,1563.84,445.0,4995.6,1339.0
173,8,Q3 2024,3,2024,631,211,2,8735.4,2569.0,26123.4,7572.0
174,8,Q3 2024,3,2024,637,210,2,7131.6,2553.0,21632.52,7644.0
175,8,Q3 2024,3,2024,629,207,2,7302.96,2497.0,22191.12,7548.0
176,8,Q3 2024,3,2024,639,213,2,6977.88,2580.0,20933.64,7664.0
177,8,Q3 2024,3,2024,645,215,1,5727.6,2616.0,17182.8,7740.0
178,8,Q3 2024,3,2024,632,212,3,3968.64,2568.0,11831.04,7567.0
179,8,Q3 2024,3,2024,632,209,3,2081.64,2515.0,6294.72,7571.0
180,8,Q3 2024,3,2024,640,215,2,4773.0,2611.0,14208.0,7680.0
181,8,Q3 2024,3,2024,628,207,2,6060.96,2512.0,18387.84,7536.0
182,8,Q3 2024,3,2024,641,215,3,2992.8,2604.0,8922.72,7686.0
183,8,Q3 2024,3,2024,633,212,4,7606.56,2555.0,22712.04,7570.0
184,8,Q3 2024,3,2024,632,208,2,5466.24,2530.0,16608.96,7576.0
185,8,Q3 2024,3,2024,625,209,2,9756.12,2543.0,29175.0,7500.0
186,8,Q3 2024,3,2024,249,83,2,3276.84,994.0,9830.52,2970.0
187,8,Q3 2024,3,2024,256,87,1,1764.36,1050.0,5191.68,3064.0
188,8,Q3 2024,3,2024,639,214,2,10246.32,2610.0,30595.32,7668.0
189,8,Q3 2024,3,2024,243,82,0,1958.16,994.0,5802.84,2916.0
190,8,Q3 2024,3,2024,640,215,4,5392.2,2591.0,16051.2,7667.0
191,8,Q3 2024,3,2024,623,209,3,20013.84,2541.0,59658.48,7476.0
192,8,Q3 2024,3,2024,629,213,2,11220.84,2585.0,33135.72,7543.0
193,8,Q3 2024,3,2024,636,205,3,3763.8,2488.0,11676.96,7609.0
194,8,Q3 2024,3,2024,640,213,1,7233.48,2586.0,21734.4,7680.0
195,8,Q3 2024,3,2024,637,214,3,3646.56,2589.0,10854.48,7629.0
196,8,Q3 2024,3,2024,634,209,3,4363.92,2547.0,13237.92,7608.0
197,8,Q3 2024,3,2024,631,207,2,5564.16,2520.0,16961.28,7571.0
198,8,Q3 2024,3,2024,636,213,1,5853.24,2590.0,17477.28,7632.0
199,8,Q3 2024,3,2024,643,211,3,36182.28,2549.0,110261.64,7715.0
200,8,Q3 2024,3,2024,638,211,2,20230.68,2576.0,61171.44,7656.0
201,8,Q3 2024,3,2024,645,209,2,20038.92,2529.0,61842.6,7732.0
202,8,Q3 2024,3,2024,629,210,2,20134.8,2538.0,60308.52,7536.0
203,8,Q3 2024,3,2024,637,215,2,20614.2,2611.0,61075.56,7644.0
204,8,Q3 2024,3,2024,625,208,2,19943.04,2514.0,59925.0,7500.0
205,8,Q3 2024,3,2024,630,211,2,20230.68,2570.0,60404.4,7560.0
206,8,Q3 2024,3,2024,632,212,2,20326.56,2571.0,60596.16,7584.0
207,8,Q3 2024,3,2024,628,206,2,35324.88,2498.0,107689.44,7536.0
208,8,Q3 2024,3,2024,630,211,2,20230.68,2568.0,60404.4,7557.0
209,8,Q3 2024,3,2024,625,205,1,19655.4,2500.0,59925.0,7500.0
210,8,Q3 2024,3,2024,643,215,3,36868.2,2595.0,110261.64,7703.0
211,8,Q3 2024,3,2024,636,212,2,20326.56,2559.0,60979.68,7632.0
212,8,Q3 2024,3,2024,637,207,3,19847.16,2520.0,61075.56,7638.0
213,8,Q3 2024,3,2024,630,214,2,20518.32,2589.0,60404.4,7556.0
214,8,Q3 2024,3,2024,633,209,2,20038.92,2523.0,60692.04,7596.0
215,8,Q3 2024,3,2024,630,211,3,20230.68,2557.0,60404.4,7545.0
216,8,Q3 2024,3,2024,632,210,1,20134.8,2553.0,60596.16,7584.0
217,8,Q3 2024,3,2024,620,202,2,19367.76,2468.0,59445.6,7438.0
218,8,Q3 2024,3,2024,635,212,2,20326.56,2561.0,60883.8,7620.0
219,8,Q3 2024,3,2024,636,211,3,16685.88,2540.0,50294.88,7620.0
220,8,Q3 2024,3,2024,629,206,2,16290.48,2498.0,49741.32,7548.0
221,8,Q3 2024,3,2024,637,217,1,17160.36,2636.0,50373.96,7644.0
222,8,Q3 2024,3,2024,638,209,1,7498.92,2543.0,22891.44,7656.0
223,8,Q3 2024,3,2024,637,211,3,3013.08,2566.0,9096.36,7644.0
224,8,Q3 2024,3,2024,638,212,2,12185.76,2559.0,36672.24,7651.0
225,8,Q3 2024,3,2024,636,212,3,7606.56,2564.0,22819.68,7606.0
226,8,Q3 2024,3,2024,629,210,2,10054.8,2550.0,30116.52,7548.0
227,8,Q3 2024,3,2024,637,211,2,10102.68,2554.0,30499.56,7635.0
228,8,Q3 2024,3,2024,639,214,1,7678.32,2601.0,22927.32,7668.0
229,8,Q3 2024,3,2024,628,204,2,2423.52,2484.0,7460.64,7536.0
230,8,Q3 2024,3,2024,626,209,2,2482.92,2533.0,7436.88,7508.0
231,8,Q3 2024,3,2024,801,269,4,7392.12,3251.0,22011.48,9597.0
232,8,Q3 2024,3,2024,799,264,4,9789.12,3188.0,29626.92,9565.0
233,8,Q3 2024,3,2024,804,268,5,7364.64,3251.0,22093.92,9621.0
234,8,Q3 2024,3,2024,794,268,3,6882.24,3257.0,20389.92,9513.0
235,8,Q3 2024,3,2024,122,36,5,1723.68,431.0,5841.36,1409.0
236,8,Q3 2024,3,2024,117,41,4,1963.08,498.0,5601.96,1351.0
237,8,Q3 2024,3,2024,635,210,2,5014.8,2544.0,15163.8,7620.0
238,8,Q3 2024,3,2024,635,206,1,9121.68,2514.0,28117.8,7620.0
239,8,Q3 2024,3,2024,645,215,4,9520.2,2586.0,28560.6,7716.0
240,8,Q3 2024,3,2024,631,215,2,7662.6,2596.0,22488.84,7572.0
241,8,Q3 2024,3,2024,622,206,3,4326.0,2481.0,13062.0,7452.0
242,8,Q3 2024,3,2024,630,209,3,1755.6,2536.0,5292.0,7549.0
243,8,Q3 2024,3,2024,635,211,2,7114.92,2555.0,21412.2,7620.0
244,8,Q3 2024,3,2024,643,217,2,18201.96,2629.0,53934.84,7716.0
245,8,Q3 2024,3,2024,645,212,3,17782.56,2565.0,54102.6,7737.0
246,8,Q3 2024,3,2024,633,208,1,17447.04,2524.0,53096.04,7596.0
247,8,Q3 2024,3,2024,630,208,2,7962.24,2534.0,24116.4,7560.0
248,8,Q3 2024,3,2024,629,208,1,22464.0,2516.0,67932.0,7548.0
249,8,Q3 2024,3,2024,657,219,1,6543.72,2654.0,19631.16,7884.0
250,8,Q3 2024,3,2024,629,208,2,3719.04,2531.0,11246.52,7548.0
251,8,Q3 2024,3,2024,247,82,1,4319.76,1010.0,13011.96,2964.0
252,8,Q3 2024,3,2024,627,209,3,6997.32,2529.0,20991.96,7513.0
253,8,Q3 2024,3,2024,633,211,2,7570.68,2564.0,22712.04,7596.0
254,8,Q3 2024,3,2024,244,83,1,2978.04,1003.0,8754.72,2920.0
255,8,Q3 2024,3,2024,252,82,1,2942.16,991.0,9041.76,3010.0
256,8,Q3 2024,3,2024,97,31,1,926.28,376.0,2898.36,1149.0
257,8,Q3 2024,3,2024,633,210,2,8290.8,2567.0,24990.84,7592.0
258,8,Q3 2024,3,2024,625,207,3,17363.16,2502.0,52425.0,7498.0
259,8,Q3 2024,3,2024,626,206,1,9368.88,2505.0,28470.48,7512.0
260,8,Q3 2024,3,2024,644,220,2,18453.6,2644.0,54018.72,7712.0
261,8,Q3 2024,3,2024,631,210,2,8290.8,2540.0,24911.88,7572.0
262,8,Q3 2024,3,2024,641,212,2,17782.56,2586.0,53767.08,7689.0
263,8,Q3 2024,3,2024,628,211,1,8330.28,2550.0,24793.44,7536.0
264,8,Q3 2024,3,2024,633,216,2,18118.08,2616.0,53096.04,7596.0
265,8,Q3 2024,3,2024,644,208,2,8211.84,2528.0,25425.12,7728.0
266,8,Q3 2024,3,2024,94,30,2,896.4,355.0,2808.72,1106.0
267,8,Q3 2024,3,2024,97,32,1,840.96,393.0,2549.16,1156.0
268,8,Q3 2024,3,2024,93,29,1,762.12,344.0,2444.04,1098.0
269,8,Q3 2024,3,2024,250,78,1,2049.84,949.0,6570.0,2993.0
270,8,Q3 2024,3,2024,254,88,1,2312.64,1056.0,6675.12,3039.0
271,8,Q3 2024,3,2024,631,208,3,14951.04,2505.0,45356.28,7561.0
272,8,Q3 2024,3,2024,628,208,2,14951.04,2515.0,45140.64,7532.0
273,8,Q3 2024,3,2024,636,212,3,15238.56,2577.0,45715.68,7616.0
274,8,Q3 2024,3,2024,645,214,3,22315.92,2595.0,67260.6,7740.0
275,8,Q3 2024,3,2024,2830,944,16,41800.32,11318.0,125312.4,33889.0
276,8,Q3 2024,3,2024,2822,952,16,21591.36,11425.0,64002.96,33788.0
277,8,Q3 2024,3,2024,2838,952,16,42154.56,11440.0,125666.64,33985.0
278,8,Q3 2024,3,2024,2821,950,16,21546.0,11375.0,63980.28,33769.0
279,8,Q3 2024,3,2024,2828,945,16,41844.6,11320.0,125223.84,33848.0
280,8,Q3 2024,3,2024,2854,960,16,21772.8,11514.0,64728.72,34178.0
281,8,Q3 2024,3,2024,639,217,2,2577.96,2633.0,7591.32,7668.0
282,8,Q3 2024,3,2024,634,212,3,4299.36,2545.0,12857.52,7584.0
283,8,Q3 2024,3,2024,635,211,1,8330.28,2561.0,25069.8,7620.0
284,8,Q3 2024,3,2024,637,211,1,4279.08,2559.0,12918.36,7644.0
285,8,Q3 2024,3,2024,643,214,2,2388.24,2586.0,7175.88,7715.0
286,8,Q3 2024,3,2024,628,208,1,4193.28,2516.0,12660.48,7536.0
287,8,Q3 2024,3,2024,632,209,2,7398.6,2540.0,22372.8,7584.0
288,8,Q3 2024,3,2024,624,212,2,7428.48,2557.0,21864.96,7480.0
289,8,Q3 2024,3,2024,636,213,2,9610.56,2588.0,28696.32,7628.0
290,8,Q3 2024,3,2024,632,209,4,7398.6,2521.0,22372.8,7560.0
291,8,Q3 2024,3,2024,636,213,2,2479.32,2597.0,7403.04,7632.0
292,8,Q3 2024,3,2024,627,206,2,6773.28,2497.0,20615.76,7520.0
293,8,Q3 2024,3,2024,637,213,1,9099.36,2577.0,27212.64,7644.0
294,8,Q3 2024,3,2024,628,206,2,8503.68,2500.0,25923.84,7532.0
295,8,Q3 2024,3,2024,631,214,1,7960.8,2594.0,23473.2,7572.0
296,8,Q3 2024,3,2024,635,209,3,4037.88,2527.0,12268.2,7602.0
297,8,Q3 2024,3,2024,628,209,3,1705.44,2520.0,5124.48,7527.0
298,8,Q3 2024,3,2024,639,213,3,7054.56,2581.0,21163.68,7668.0
299,8,Q3 2024,3,2024,637,213,3,4319.64,2588.0,12918.36,7636.0
300,8,Q3 2024,3,2024,635,207,3,3899.88,2522.0,11963.4,7620.0
301,8,Q3 2024,3,2024,633,212,4,5927.52,2542.0,17698.68,7565.0
302,8,Q3 2024,3,2024,644,212,3,4731.84,2578.0,14374.08,7723.0
303,8,Q3 2024,3,2024,645,216,3,10860.48,2640.0,32430.6,7734.0
304,8,Q3 2024,3,2024,641,217,2,8723.4,2637.0,25768.2,7692.0
305,8,Q3 2024,3,2024,627,210,2,6577.2,2544.0,19637.64,7517.0
306,8,Q3 2024,3,2024,625,203,1,8867.04,2464.0,27300.0,7500.0
307,8,Q3 2024,3,2024,647,218,3,9156.0,2613.0,27174.0,7748.0
308,8,Q3 2024,3,2024,642,217,3,9114.0,2610.0,26964.0,7675.0
309,8,Q3 2024,3,2024,627,209,2,6270.0,2532.0,18810.0,7519.0
310,8,Q3 2024,3,2024,97,33,1,990.0,394.0,2910.0,1143.0
311,8,Q3 2024,3,2024,93,32,1,960.0,388.0,2790.0,1103.0
312,8,Q3 2024,3,2024,93,29,1,1040.52,353.0,3336.84,1098.0
313,8,Q3 2024,3,2024,631,209,3,8778.0,2539.0,26502.0,7571.0
314,8,Q3 2024,3,2024,634,210,3,6300.0,2543.0,19020.0,7603.0
315,8,Q3 2024,3,2024,633,207,2,8172.36,2519.0,24990.84,7596.0
316,8,Q3 2024,3,2024,633,215,2,2812.2,2604.0,8279.64,7585.0
317,8,Q3 2024,3,2024,627,209,2,3235.32,2536.0,9705.96,7524.0
318,8,Q3 2024,3,2024,644,212,2,12694.56,2570.0,38562.72,7728.0
319,8,Q3 2024,3,2024,637,205,3,4108.2,2478.0,12765.48,7630.0
320,8,Q3 2024,3,2024,640,212,3,2544.0,2577.0,7680.0,7680.0
321,8,Q3 2024,3,2024,633,207,2,4148.28,2515.0,12685.32,7596.0
322,8,Q3 2024,3,2024,633,213,2,4268.52,2596.0,12685.32,7596.0
323,8,Q3 2024,3,2024,633,210,1,4208.4,2546.0,12685.32,7596.0
324,8,Q3 2024,3,2024,637,210,1,2520.0,2547.0,7644.0,7644.0
325,8,Q3 2024,3,2024,625,206,1,4128.24,2508.0,12525.0,7500.0
326,8,Q3 2024,3,2024,630,213,2,4268.52,2572.0,12625.2,7553.0
327,8,Q3 2024,3,2024,630,206,2,7885.68,2494.0,24116.4,7560.0
328,8,Q3 2024,3,2024,642,212,2,4248.48,2571.0,12865.68,7698.0
