ProductKey,StoreKey,QuarterAndYear,Quarter,Year,CasesPurchasedToDate,CasesPurchasedThisQuarter,CasesOnHand,TotalCostToStoreThisQuarter,TotalSoldByStoreThisQuarter,TotalCostToStoreThisYTD,TotalSoldByStoreThisYTD
92,8,Q1 2024,1,2024,212,212,5,7632.0,2500.0,7632.0,2500.0
93,8,Q1 2024,1,2024,213,213,4,7668.0,2522.0,7668.0,2522.0
94,8,Q1 2024,1,2024,212,212,4,7632.0,2515.0,7632.0,2515.0
95,8,Q1 2024,1,2024,211,211,5,7596.0,2496.0,7596.0,2496.0
96,8,Q1 2024,1,2024,211,211,4,7596.0,2512.0,7596.0,2512.0
97,8,Q1 2024,1,2024,218,218,5,7848.0,2580.0,7848.0,2580.0
98,8,Q1 2024,1,2024,210,210,4,7560.0,2495.0,7560.0,2495.0
99,8,Q1 2024,1,2024,218,218,4,7848.0,2582.0,7848.0,2582.0
100,8,Q1 2024,1,2024,218,218,4,6540.0,2598.0,6540.0,2598.0
101,8,Q1 2024,1,2024,209,209,3,13768.92,2500.0,13768.92,2500.0
102,8,Q1 2024,1,2024,216,216,4,6480.0,2572.0,6480.0,2572.0
103,8,Q1 2024,1,2024,209,209,5,6270.0,2483.0,6270.0,2483.0
104,8,Q1 2024,1,2024,211,211,4,7596.0,2507.0,7596.0,2507.0
105,8,Q1 2024,1,2024,220,220,4,9715.2,2613.0,9715.2,2613.0
106,8,Q1 2024,1,2024,208,208,4,9085.44,2470.0,9085.44,2470.0
107,8,Q1 2024,1,2024,217,217,4,6926.64,2583.0,6926.64,2583.0
108,8,Q1 2024,1,2024,219,219,6,6832.8,2581.0,6832.8,2581.0
109,8,Q1 2024,1,2024,216,216,4,4691.52,2566.0,4691.52,2566.0
110,8,Q1 2024,1,2024,217,217,4,8853.6,2575.0,8853.6,2575.0
111,8,Q1 2024,1,2024,206,206,4,9443.04,2439.0,9443.04,2439.0
112,8,Q1 2024,1,2024,214,214,4,4802.16,2537.0,4802.16,2537.0
113,8,Q1 2024,1,2024,216,216,4,5028.48,2569.0,5028.48,2569.0
114,8,Q1 2024,1,2024,210,210,5,3654.0,2492.0,3654.0,2492.0
115,8,Q1 2024,1,2024,217,217,5,6874.56,2572.0,6874.56,2572.0
116,8,Q1 2024,1,2024,209,209,4,1705.44,2477.0,1705.44,2477.0
117,8,Q1 2024,1,2024,214,214,4,4288.56,2534.0,4288.56,2534.0
118,8,Q1 2024,1,2024,210,210,4,7988.4,2492.0,7988.4,2492.0
119,8,Q1 2024,1,2024,213,213,5,9278.28,2511.0,9278.28,2511.0
120,8,Q1 2024,1,2024,216,216,5,3032.64,2563.0,3032.64,2563.0
121,8,Q1 2024,1,2024,219,219,5,9960.12,2592.0,9960.12,2592.0
122,8,Q1 2024,1,2024,216,216,4,4276.8,2572.0,4276.8,2572.0
123,8,Q1 2024,1,2024,208,208,4,6988.8,2466.0,6988.8,2466.0
124,8,Q1 2024,1,2024,210,210,4,1537.2,2487.0,1537.2,2487.0
125,8,Q1 2024,1,2024,207,207,4,4396.68,2467.0,4396.68,2467.0
126,8,Q1 2024,1,2024,212,212,4,4680.96,2511.0,4680.96,2511.0
127,8,Q1 2024,1,2024,213,213,5,6466.68,2516.0,6466.68,2516.0
128,8,Q1 2024,1,2024,206,206,5,4721.52,2442.0,4721.52,2442.0
129,8,Q1 2024,1,2024,218,218,5,4839.6,2576.0,4839.6,2576.0
130,8,Q1 2024,1,2024,207,207,3,7352.64,2457.0,7352.64,2457.0
131,8,Q1 2024,1,2024,214,214,4,2927.52,2557.0,2927.52,2557.0
132,8,Q1 2024,1,2024,221,221,4,6391.32,2625.0,6391.32,2625.0
133,8,Q1 2024,1,2024,215,215,5,4437.6,2546.0,4437.6,2546.0
134,8,Q1 2024,1,2024,209,209,4,7147.8,2482.0,7147.8,2482.0
135,8,Q1 2024,1,2024,212,212,3,1475.52,2525.0,1475.52,2525.0
136,8,Q1 2024,1,2024,211,211,5,6937.68,2493.0,6937.68,2493.0
137,8,Q1 2024,1,2024,218,218,4,2197.44,2592.0,2197.44,2592.0
138,8,Q1 2024,1,2024,214,214,5,6651.12,2531.0,6651.12,2531.0
139,8,Q1 2024,1,2024,213,213,5,4856.4,2522.0,4856.4,2522.0
140,8,Q1 2024,1,2024,217,217,3,5025.72,2581.0,5025.72,2581.0
141,8,Q1 2024,1,2024,214,214,5,9013.68,2532.0,9013.68,2532.0
142,8,Q1 2024,1,2024,217,217,5,4843.44,2569.0,4843.44,2569.0
143,8,Q1 2024,1,2024,207,207,4,1813.32,2457.0,1813.32,2457.0
144,8,Q1 2024,1,2024,219,219,5,3574.08,2599.0,3574.08,2599.0
145,8,Q1 2024,1,2024,219,219,6,5755.32,2581.0,5755.32,2581.0
146,8,Q1 2024,1,2024,213,213,4,4447.44,2533.0,4447.44,2533.0
147,8,Q1 2024,1,2024,211,211,5,6456.6,2492.0,6456.6,2492.0
148,8,Q1 2024,1,2024,214,214,4,4185.84,2548.0,4185.84,2548.0
149,8,Q1 2024,1,2024,211,211,5,7596.0,2495.0,7596.0,2495.0
150,8,Q1 2024,1,2024,212,212,5,7632.0,2500.0,7632.0,2500.0
151,8,Q1 2024,1,2024,219,219,5,7884.0,2589.0,7884.0,2589.0
152,8,Q1 2024,1,2024,211,211,4,7596.0,2509.0,7596.0,2509.0
153,8,Q1 2024,1,2024,215,215,5,7740.0,2547.0,7740.0,2547.0
154,8,Q1 2024,1,2024,216,216,5,7776.0,2565.0,7776.0,2565.0
155,8,Q1 2024,1,2024,217,217,5,7812.0,2566.0,7812.0,2566.0
156,8,Q1 2024,1,2024,215,215,4,2580.0,2561.0,2580.0,2561.0
157,8,Q1 2024,1,2024,215,215,4,2580.0,2559.0,2580.0,2559.0
158,8,Q1 2024,1,2024,211,211,5,2532.0,2495.0,2532.0,2495.0
159,8,Q1 2024,1,2024,208,208,5,2496.0,2463.0,2496.0,2463.0
160,8,Q1 2024,1,2024,225,225,4,2700.0,2675.0,2700.0,2675.0
161,8,Q1 2024,1,2024,208,208,4,7712.64,2477.0,7712.64,2477.0
162,8,Q1 2024,1,2024,208,208,4,7712.64,2470.0,7712.64,2470.0
163,8,Q1 2024,1,2024,216,216,5,19932.48,2556.0,19932.48,2556.0
164,8,Q1 2024,1,2024,215,215,5,9262.2,2544.0,9262.2,2544.0
165,8,Q1 2024,1,2024,213,213,4,5981.04,2533.0,5981.04,2533.0
166,8,Q1 2024,1,2024,215,215,4,4205.4,2546.0,4205.4,2546.0
167,8,Q1 2024,1,2024,212,212,4,3612.48,2522.0,3612.48,2522.0
168,8,Q1 2024,1,2024,214,214,5,3389.76,2525.0,3389.76,2525.0
169,8,Q1 2024,1,2024,42,42,5,498.96,443.0,498.96,443.0
170,8,Q1 2024,1,2024,211,211,5,4582.92,2490.0,4582.92,2490.0
171,8,Q1 2024,1,2024,46,46,5,816.96,488.0,816.96,488.0
172,8,Q1 2024,1,2024,40,40,4,1737.6,427.0,1737.6,427.0
173,8,Q1 2024,1,2024,210,210,5,8694.0,2489.0,8694.0,2489.0
174,8,Q1 2024,1,2024,217,217,5,7369.32,2568.0,7369.32,2568.0
175,8,Q1 2024,1,2024,208,208,5,7338.24,2460.0,7338.24,2460.0
176,8,Q1 2024,1,2024,216,216,5,7076.16,2550.0,7076.16,2550.0
177,8,Q1 2024,1,2024,212,212,4,5647.68,2515.0,5647.68,2515.0
178,8,Q1 2024,1,2024,210,210,5,3931.2,2481.0,3931.2,2481.0
179,8,Q1 2024,1,2024,212,212,5,2111.52,2510.0,2111.52,2510.0
180,8,Q1 2024,1,2024,213,213,4,4728.6,2528.0,4728.6,2528.0
181,8,Q1 2024,1,2024,210,210,5,6148.8,2483.0,6148.8,2483.0
182,8,Q1 2024,1,2024,213,213,4,2964.96,2526.0,2964.96,2526.0
183,8,Q1 2024,1,2024,213,213,4,7642.44,2531.0,7642.44,2531.0
184,8,Q1 2024,1,2024,211,211,4,5545.08,2511.0,5545.08,2511.0
185,8,Q1 2024,1,2024,210,210,4,9802.8,2490.0,9802.8,2490.0
186,8,Q1 2024,1,2024,87,87,2,3434.76,1036.0,3434.76,1036.0
187,8,Q1 2024,1,2024,86,86,2,1744.08,1010.0,1744.08,1010.0
188,8,Q1 2024,1,2024,217,217,5,10389.96,2558.0,10389.96,2558.0
189,8,Q1 2024,1,2024,83,83,2,1982.04,982.0,1982.04,982.0
190,8,Q1 2024,1,2024,211,211,5,5291.88,2491.0,5291.88,2491.0
191,8,Q1 2024,1,2024,212,212,5,20301.12,2507.0,20301.12,2507.0
192,8,Q1 2024,1,2024,208,208,4,10957.44,2468.0,10957.44,2468.0
193,8,Q1 2024,1,2024,213,213,4,3910.68,2535.0,3910.68,2535.0
194,8,Q1 2024,1,2024,211,211,4,7165.56,2509.0,7165.56,2509.0
195,8,Q1 2024,1,2024,215,215,5,3663.6,2543.0,3663.6,2543.0
196,8,Q1 2024,1,2024,216,216,5,4510.08,2562.0,4510.08,2562.0
197,8,Q1 2024,1,2024,215,215,4,5779.2,2570.0,5779.2,2570.0
198,8,Q1 2024,1,2024,216,216,4,5935.68,2570.0,5935.68,2570.0
199,8,Q1 2024,1,2024,213,213,4,36525.24,2530.0,36525.24,2530.0
200,8,Q1 2024,1,2024,215,215,5,20614.2,2549.0,20614.2,2549.0
201,8,Q1 2024,1,2024,218,218,5,20901.84,2577.0,20901.84,2577.0
202,8,Q1 2024,1,2024,213,213,3,20422.44,2535.0,20422.44,2535.0
203,8,Q1 2024,1,2024,211,211,5,20230.68,2500.0,20230.68,2500.0
204,8,Q1 2024,1,2024,209,209,5,20038.92,2468.0,20038.92,2468.0
205,8,Q1 2024,1,2024,211,211,4,20230.68,2503.0,20230.68,2503.0
206,8,Q1 2024,1,2024,213,213,4,20422.44,2534.0,20422.44,2534.0
207,8,Q1 2024,1,2024,216,216,5,37039.68,2550.0,37039.68,2550.0
208,8,Q1 2024,1,2024,210,210,4,20134.8,2497.0,20134.8,2497.0
209,8,Q1 2024,1,2024,214,214,4,20518.32,2537.0,20518.32,2537.0
210,8,Q1 2024,1,2024,215,215,4,36868.2,2541.0,36868.2,2541.0
211,8,Q1 2024,1,2024,211,211,4,20230.68,2500.0,20230.68,2500.0
212,8,Q1 2024,1,2024,219,219,5,20997.72,2591.0,20997.72,2591.0
213,8,Q1 2024,1,2024,209,209,5,20038.92,2470.0,20038.92,2470.0
214,8,Q1 2024,1,2024,214,214,4,20518.32,2529.0,20518.32,2529.0
215,8,Q1 2024,1,2024,208,208,4,19943.04,2466.0,19943.04,2466.0
216,8,Q1 2024,1,2024,214,214,4,20518.32,2545.0,20518.32,2545.0
217,8,Q1 2024,1,2024,212,212,5,20326.56,2501.0,20326.56,2501.0
218,8,Q1 2024,1,2024,213,213,4,20422.44,2527.0,20422.44,2527.0
219,8,Q1 2024,1,2024,211,211,4,16685.88,2511.0,16685.88,2511.0
220,8,Q1 2024,1,2024,212,212,4,16764.96,2513.0,16764.96,2513.0
221,8,Q1 2024,1,2024,209,209,5,16527.72,2466.0,16527.72,2466.0
222,8,Q1 2024,1,2024,214,214,4,7678.32,2538.0,7678.32,2538.0
223,8,Q1 2024,1,2024,212,212,5,3027.36,2499.0,3027.36,2499.0
224,8,Q1 2024,1,2024,216,216,4,12415.68,2571.0,12415.68,2571.0
225,8,Q1 2024,1,2024,216,216,5,7750.08,2557.0,7750.08,2557.0
226,8,Q1 2024,1,2024,214,214,5,10246.32,2530.0,10246.32,2530.0
227,8,Q1 2024,1,2024,212,212,4,10150.56,2505.0,10150.56,2505.0
228,8,Q1 2024,1,2024,212,212,4,7606.56,2518.0,7606.56,2518.0
229,8,Q1 2024,1,2024,213,213,5,2530.44,2520.0,2530.44,2520.0
230,8,Q1 2024,1,2024,209,209,5,2482.92,2474.0,2482.92,2474.0
231,8,Q1 2024,1,2024,272,272,7,7474.56,3213.0,7474.56,3213.0
232,8,Q1 2024,1,2024,268,268,7,9937.44,3157.0,9937.44,3157.0
233,8,Q1 2024,1,2024,269,269,7,7392.12,3164.0,7392.12,3164.0
234,8,Q1 2024,1,2024,265,265,7,6805.2,3122.0,6805.2,3122.0
235,8,Q1 2024,1,2024,46,46,4,2202.48,498.0,2202.48,498.0
236,8,Q1 2024,1,2024,40,40,5,1915.2,421.0,1915.2,421.0
237,8,Q1 2024,1,2024,215,215,4,5134.2,2548.0,5134.2,2548.0
238,8,Q1 2024,1,2024,216,216,4,9564.48,2566.0,9564.48,2566.0
239,8,Q1 2024,1,2024,218,218,5,9653.04,2585.0,9653.04,2585.0
240,8,Q1 2024,1,2024,208,208,5,7413.12,2457.0,7413.12,2457.0
241,8,Q1 2024,1,2024,211,211,4,4431.0,2504.0,4431.0,2504.0
242,8,Q1 2024,1,2024,214,214,4,1797.6,2540.0,1797.6,2540.0
243,8,Q1 2024,1,2024,211,211,5,7114.92,2496.0,7114.92,2496.0
244,8,Q1 2024,1,2024,214,214,4,17950.32,2541.0,17950.32,2541.0
245,8,Q1 2024,1,2024,221,221,4,18537.48,2627.0,18537.48,2627.0
246,8,Q1 2024,1,2024,214,214,5,17950.32,2535.0,17950.32,2535.0
247,8,Q1 2024,1,2024,213,213,5,8153.64,2523.0,8153.64,2523.0
248,8,Q1 2024,1,2024,215,215,3,23220.0,2569.0,23220.0,2569.0
249,8,Q1 2024,1,2024,223,223,4,6663.24,2661.0,6663.24,2661.0
250,8,Q1 2024,1,2024,213,213,4,3808.44,2525.0,3808.44,2525.0
251,8,Q1 2024,1,2024,84,84,2,4425.12,988.0,4425.12,988.0
252,8,Q1 2024,1,2024,210,210,4,7030.8,2503.0,7030.8,2503.0
253,8,Q1 2024,1,2024,213,213,5,7642.44,2516.0,7642.44,2516.0
254,8,Q1 2024,1,2024,79,79,2,2834.52,925.0,2834.52,925.0
255,8,Q1 2024,1,2024,90,90,2,3229.2,1061.0,3229.2,1061.0
256,8,Q1 2024,1,2024,35,35,2,1045.8,395.0,1045.8,395.0
257,8,Q1 2024,1,2024,215,215,4,8488.2,2555.0,8488.2,2555.0
258,8,Q1 2024,1,2024,212,212,5,17782.56,2493.0,17782.56,2493.0
259,8,Q1 2024,1,2024,215,215,5,9778.2,2536.0,9778.2,2536.0
260,8,Q1 2024,1,2024,214,214,5,17950.32,2540.0,17950.32,2540.0
261,8,Q1 2024,1,2024,210,210,4,8290.8,2490.0,8290.8,2490.0
262,8,Q1 2024,1,2024,218,218,4,18285.84,2598.0,18285.84,2598.0
263,8,Q1 2024,1,2024,214,214,5,8448.72,2536.0,8448.72,2536.0
264,8,Q1 2024,1,2024,214,214,4,17950.32,2543.0,17950.32,2543.0
265,8,Q1 2024,1,2024,223,223,5,8804.04,2639.0,8804.04,2639.0
266,8,Q1 2024,1,2024,35,35,2,1045.8,394.0,1045.8,394.0
267,8,Q1 2024,1,2024,32,32,2,840.96,363.0,840.96,363.0
268,8,Q1 2024,1,2024,35,35,1,919.8,405.0,919.8,405.0
269,8,Q1 2024,1,2024,89,89,3,2338.92,1041.0,2338.92,1041.0
270,8,Q1 2024,1,2024,85,85,3,2233.8,994.0,2233.8,994.0
271,8,Q1 2024,1,2024,217,217,5,15597.96,2560.0,15597.96,2560.0
272,8,Q1 2024,1,2024,212,212,4,15238.56,2526.0,15238.56,2526.0
273,8,Q1 2024,1,2024,213,213,4,15310.44,2534.0,15310.44,2534.0
274,8,Q1 2024,1,2024,218,218,5,22733.04,2584.0,22733.04,2584.0
275,8,Q1 2024,1,2024,952,952,16,42154.56,11351.0,42154.56,11351.0
276,8,Q1 2024,1,2024,936,936,16,21228.48,11157.0,21228.48,11157.0
277,8,Q1 2024,1,2024,956,956,16,42331.68,11409.0,42331.68,11409.0
278,8,Q1 2024,1,2024,953,953,15,21614.04,11368.0,21614.04,11368.0
279,8,Q1 2024,1,2024,932,932,16,41268.96,11126.0,41268.96,11126.0
280,8,Q1 2024,1,2024,943,943,16,21387.24,11235.0,21387.24,11235.0
281,8,Q1 2024,1,2024,215,215,4,2554.2,2546.0,2554.2,2546.0
282,8,Q1 2024,1,2024,207,207,4,4197.96,2463.0,4197.96,2463.0
283,8,Q1 2024,1,2024,213,213,4,8409.24,2531.0,8409.24,2531.0
284,8,Q1 2024,1,2024,211,211,5,4279.08,2492.0,4279.08,2492.0
285,8,Q1 2024,1,2024,219,219,3,2444.04,2606.0,2444.04,2606.0
286,8,Q1 2024,1,2024,212,212,5,4273.92,2511.0,4273.92,2511.0
287,8,Q1 2024,1,2024,214,214,4,7575.6,2540.0,7575.6,2540.0
288,8,Q1 2024,1,2024,212,212,5,7428.48,2504.0,7428.48,2504.0
289,8,Q1 2024,1,2024,214,214,4,9655.68,2542.0,9655.68,2542.0
290,8,Q1 2024,1,2024,212,212,5,7504.8,2504.0,7504.8,2504.0
291,8,Q1 2024,1,2024,213,213,4,2479.32,2530.0,2479.32,2530.0
292,8,Q1 2024,1,2024,215,215,5,7069.2,2556.0,7069.2,2556.0
293,8,Q1 2024,1,2024,216,216,4,9227.52,2574.0,9227.52,2574.0
294,8,Q1 2024,1,2024,212,212,5,8751.36,2517.0,8751.36,2517.0
295,8,Q1 2024,1,2024,206,206,5,7663.2,2440.0,7663.2,2440.0
296,8,Q1 2024,1,2024,219,219,4,4231.08,2600.0,4231.08,2600.0
297,8,Q1 2024,1,2024,214,214,4,1746.24,2549.0,1746.24,2549.0
298,8,Q1 2024,1,2024,210,210,4,6955.2,2507.0,6955.2,2507.0
299,8,Q1 2024,1,2024,209,209,5,4238.52,2481.0,4238.52,2481.0
300,8,Q1 2024,1,2024,212,212,5,3994.08,2508.0,3994.08,2508.0
301,8,Q1 2024,1,2024,211,211,3,5899.56,2515.0,5899.56,2515.0
302,8,Q1 2024,1,2024,220,220,5,4910.4,2606.0,4910.4,2606.0
303,8,Q1 2024,1,2024,213,213,5,10709.64,2521.0,10709.64,2521.0
304,8,Q1 2024,1,2024,215,215,4,8643.0,2554.0,8643.0,2554.0
305,8,Q1 2024,1,2024,212,212,4,6639.84,2518.0,6639.84,2518.0
306,8,Q1 2024,1,2024,215,215,5,9391.2,2547.0,9391.2,2547.0
307,8,Q1 2024,1,2024,217,217,4,9114.0,2569.0,9114.0,2569.0
308,8,Q1 2024,1,2024,216,216,5,9072.0,2564.0,9072.0,2564.0
309,8,Q1 2024,1,2024,213,213,4,6390.0,2533.0,6390.0,2533.0
310,8,Q1 2024,1,2024,33,33,1,990.0,376.0,990.0,376.0
311,8,Q1 2024,1,2024,32,32,2,960.0,357.0,960.0,357.0
312,8,Q1 2024,1,2024,34,34,2,1219.92,388.0,1219.92,388.0
313,8,Q1 2024,1,2024,215,215,4,9030.0,2564.0,9030.0,2564.0
314,8,Q1 2024,1,2024,209,209,5,6270.0,2478.0,6270.0,2478.0
315,8,Q1 2024,1,2024,216,216,5,8527.68,2553.0,8527.68,2553.0
316,8,Q1 2024,1,2024,210,210,5,2746.8,2478.0,2746.8,2478.0
317,8,Q1 2024,1,2024,208,208,4,3219.84,2467.0,3219.84,2467.0
318,8,Q1 2024,1,2024,214,214,5,12814.32,2539.0,12814.32,2539.0
319,8,Q1 2024,1,2024,213,213,4,4268.52,2530.0,4268.52,2530.0
320,8,Q1 2024,1,2024,219,219,5,2628.0,2589.0,2628.0,2589.0
321,8,Q1 2024,1,2024,217,217,5,4348.68,2564.0,4348.68,2564.0
322,8,Q1 2024,1,2024,211,211,4,4228.44,2510.0,4228.44,2510.0
323,8,Q1 2024,1,2024,215,215,4,4308.6,2559.0,4308.6,2559.0
324,8,Q1 2024,1,2024,216,216,5,2592.0,2552.0,2592.0,2552.0
325,8,Q1 2024,1,2024,207,207,4,4148.28,2449.0,4148.28,2449.0
326,8,Q1 2024,1,2024,210,210,5,4208.4,2475.0,4208.4,2475.0
327,8,Q1 2024,1,2024,214,214,4,8191.92,2545.0,8191.92,2545.0
328,8,Q1 2024,1,2024,212,212,4,4248.48,2510.0,4248.48,2510.0
